date,symbol,score
2024-04-11,hon,0.057667
2024-04-11,ibm,0.057667
2024-04-11,jnj,0.057789
2024-04-11,jpm,0.057789
2024-04-11,ko,0.057667
2024-04-11,mcd,0.057667
2024-04-11,mmm,0.055653
2024-04-11,mrk,0.057789
2024-04-11,msft,0.055653
2024-04-11,nke,0.057667
2024-04-11,nvda,0.057667
2024-04-11,pg,0.057667
2024-04-11,shw,0.057667
2024-04-11,trv,0.057789
2024-04-11,unh,0.057667
2024-04-11,v,0.057667
2024-04-11,vz,0.057789
2024-04-11,wmt,0.060284
2024-04-12,aapl,0.055653
2024-04-12,amgn,0.057667
2024-04-12,amzn,0.060284
2024-04-12,axp,0.057667
2024-04-12,ba,0.057667
2024-04-12,cat,0.057789
2024-04-12,crm,0.057789
2024-04-12,csco,0.057789
2024-04-12,cvx,0.057214
2024-04-12,dis,0.057789
2024-04-12,gs,0.057789
2024-04-12,hd,0.057789
2024-04-12,hon,0.057789
2024-04-12,ibm,0.057789
2024-04-12,jnj,0.057789
2024-04-12,jpm,0.057789
2024-04-12,ko,0.057789
2024-04-12,mcd,0.057667
2024-04-12,mmm,0.057667
2024-04-12,mrk,0.057789
2024-04-12,msft,0.057214
2024-04-12,nke,0.055653
2024-04-12,nvda,0.055653
2024-04-12,pg,0.057667
2024-04-12,shw,0.057789
2024-04-12,trv,0.057789
2024-04-12,unh,0.057789
2024-04-12,v,0.057667
2024-04-12,vz,0.057789
2024-04-12,wmt,0.060284
2024-04-15,aapl,0.060284
2024-04-15,amgn,0.057667
2024-04-15,amzn,0.057214
2024-04-15,axp,0.060284
2024-04-15,ba,0.057667
2024-04-15,cat,0.057789
2024-04-15,crm,0.057789
2024-04-15,csco,0.057789
2024-04-15,cvx,0.057667
2024-04-15,dis,0.057789
2024-04-15,gs,0.060284
2024-04-15,hd,0.057789
2024-04-15,hon,0.057789
2024-04-15,ibm,0.057789
2024-04-15,jnj,0.057789
2024-04-15,jpm,0.057789
2024-04-15,ko,0.057789
2024-04-15,mcd,0.057667
2024-04-15,mmm,0.057667
2024-04-15,mrk,0.057667
2024-04-15,msft,0.057214
2024-04-15,nke,0.055653
2024-04-15,nvda,0.057667
2024-04-15,pg,0.057667
2024-04-15,shw,0.057789
2024-04-15,trv,0.057789
2024-04-15,unh,0.057667
2024-04-15,v,0.057789
2024-04-15,vz,0.057789
2024-04-15,wmt,0.057214
2024-04-16,aapl,0.057667
2024-04-16,amgn,0.057789
2024-04-16,amzn,0.057789
2024-04-16,axp,0.057667
2024-04-16,ba,0.057667
2024-04-16,cat,0.057667
2024-04-16,crm,0.057667
2024-04-16,csco,0.057214
2024-04-16,cvx,0.057667
2024-04-16,dis,0.057789
2024-04-16,gs,0.057667
2024-04-16,hd,0.057789
2024-04-16,hon,0.057667
2024-04-16,ibm,0.060284
2024-04-16,jnj,0.057789
2024-04-16,jpm,0.057789
2024-04-16,ko,0.057789
2024-04-16,mcd,0.057789
2024-04-16,mmm,0.057789
2024-04-16,mrk,0.057667
2024-04-16,msft,0.057789
2024-04-16,nke,0.055653
2024-04-16,nvda,0.060284
2024-04-16,pg,0.057789
2024-04-16,shw,0.057789
2024-04-16,trv,0.057667
2024-04-16,unh,0.055653
2024-04-16,v,0.057667
2024-04-16,vz,0.057789
2024-04-16,wmt,0.057789
2024-04-17,aapl,0.057789
2024-04-17,amgn,0.057789
2024-04-17,amzn,0.057789
2024-04-17,axp,0.060284
2024-04-17,ba,0.057667
2024-04-17,cat,0.057667
2024-04-17,crm,0.057667
2024-04-17,csco,0.057667
2024-04-17,cvx,0.057789
2024-04-17,dis,0.057789
2024-04-17,gs,0.055653
2024-04-17,hd,0.057789
2024-04-17,hon,0.057667
2024-04-17,ibm,0.057667
2024-04-17,jnj,0.057789
2024-04-17,jpm,0.057667
2024-04-17,ko,0.057789
2024-04-17,mcd,0.057667
2024-04-17,mmm,0.057789
2024-04-17,mrk,0.057667
2024-04-17,msft,0.057789
2024-04-17,nke,0.055653
2024-04-17,nvda,0.057789
2024-04-17,pg,0.057667
2024-04-17,shw,0.057789
2024-04-17,trv,0.057667
2024-04-17,unh,0.057667
2024-04-17,v,0.057667
2024-04-17,vz,0.057789
2024-04-17,wmt,0.057789
2024-04-18,aapl,0.057789
2024-04-18,amgn,0.057789
2024-04-18,amzn,0.057789
2024-04-18,axp,0.057789
2024-04-18,ba,0.057667
2024-04-18,cat,0.057667
2024-04-18,crm,0.057667
2024-04-18,csco,0.057789
2024-04-18,cvx,0.057667
2024-04-18,dis,0.057789
2024-04-18,gs,0.055653
2024-04-18,hd,0.057667
2024-04-18,hon,0.057789
2024-04-18,ibm,0.057789
2024-04-18,jnj,0.057667
2024-04-18,jpm,0.057667
2024-04-18,ko,0.057667
2024-04-18,mcd,0.057667
2024-04-18,mmm,0.057667
2024-04-18,mrk,0.057789
2024-04-18,msft,0.057789
2024-04-18,nke,0.057667
2024-04-18,nvda,0.057667
2024-04-18,pg,0.057667
2024-04-18,shw,0.057789
2024-04-18,trv,0.057667
2024-04-18,unh,0.055653
2024-04-18,v,0.057789
2024-04-18,vz,0.057667
2024-04-18,wmt,0.057789
2024-04-19,aapl,0.057789
2024-04-19,amgn,0.057667
2024-04-19,amzn,0.057789
2024-04-19,axp,0.055653
2024-04-19,ba,0.057667
2024-04-19,cat,0.057789
2024-04-19,crm,0.057667
2024-04-19,csco,0.057667
2024-04-19,cvx,0.055653
2024-04-19,dis,0.057667
2024-04-19,gs,0.057667
2024-04-19,hd,0.057789
2024-04-19,hon,0.057667
2024-04-19,ibm,0.057789
2024-04-19,jnj,0.057667
2024-04-19,jpm,0.057667
2024-04-19,ko,0.055653
2024-04-19,mcd,0.057667
2024-04-19,mmm,0.057667
2024-04-19,mrk,0.057789
2024-04-19,msft,0.057789
2024-04-19,nke,0.057667
2024-04-19,nvda,0.057789
2024-04-19,pg,0.057667
2024-04-19,shw,0.057789
2024-04-19,trv,0.060284
2024-04-19,unh,0.055653
2024-04-19,v,0.057789
2024-04-19,vz,0.055653
2024-04-19,wmt,0.057789
2024-04-22,aapl,0.057789
2024-04-22,amgn,0.055653
2024-04-22,amzn,0.057667
2024-04-22,axp,0.055653
2024-04-22,ba,0.057667
2024-04-22,cat,0.060284
2024-04-22,crm,0.057667
2024-04-22,csco,0.057667
2024-04-22,cvx,0.055653
2024-04-22,dis,0.057789
2024-04-22,gs,0.057667
2024-04-22,hd,0.057667
2024-04-22,hon,0.055653
2024-04-22,ibm,0.057789
2024-04-22,jnj,0.055653
2024-04-22,jpm,0.055653
2024-04-22,ko,0.057667
2024-04-22,mcd,0.055653
2024-04-22,mmm,0.057667
2024-04-22,mrk,0.055653
2024-04-22,msft,0.057667
2024-04-22,nke,0.057667
2024-04-22,nvda,0.057667
2024-04-22,pg,0.055653
2024-04-22,shw,0.057667
2024-04-22,trv,0.057667
2024-04-22,unh,0.055653
2024-04-22,v,0.057667
2024-04-22,vz,0.057667
2024-04-22,wmt,0.055653
2024-04-23,aapl,0.057667
2024-04-23,amgn,0.055653
2024-04-23,amzn,0.057667
2024-04-23,axp,0.057667
2024-04-23,ba,0.057667
2024-04-23,cat,0.057667
2024-04-23,crm,0.057667
2024-04-23,csco,0.057667
2024-04-23,cvx,0.057667
2024-04-23,dis,0.055653
2024-04-23,gs,0.055653
2024-04-23,hd,0.057667
2024-04-23,hon,0.057667
2024-04-23,ibm,0.060284
2024-04-23,jnj,0.055653
2024-04-23,jpm,0.057667
2024-04-23,ko,0.057667
2024-04-23,mcd,0.057667
2024-04-23,mmm,0.057667
2024-04-23,mrk,0.057667
2024-04-23,msft,0.057667
2024-04-23,nke,0.057214
2024-04-23,nvda,0.057667
2024-04-23,pg,0.057667
2024-04-23,shw,0.057667
2024-04-23,trv,0.057667
2024-04-23,unh,0.057667
2024-04-23,v,0.057667
2024-04-23,vz,0.060284
2024-04-23,wmt,0.057789
2024-04-24,aapl,0.057667
2024-04-24,amgn,0.055653
2024-04-24,amzn,0.057667
2024-04-24,axp,0.055653
2024-04-24,ba,0.057667
2024-04-24,cat,0.055653
2024-04-24,crm,0.057667
2024-04-24,csco,0.057667
2024-04-24,cvx,0.057667
2024-04-24,dis,0.057667
2024-04-24,gs,0.055653
2024-04-24,hd,0.057667
2024-04-24,hon,0.057667
2024-04-24,ibm,0.057667
2024-04-24,jnj,0.057667
2024-04-24,jpm,0.057667
2024-04-24,ko,0.057667
2024-04-24,mcd,0.057667
2024-04-24,mmm,0.060284
2024-04-24,mrk,0.057667
2024-04-24,msft,0.057667
2024-04-24,nke,0.057789
2024-04-24,nvda,0.057667
2024-04-24,pg,0.057667
2024-04-24,shw,0.057667
2024-04-24,trv,0.060284
2024-04-24,unh,0.057667
2024-04-24,v,0.057667
2024-04-24,vz,0.057667
2024-04-24,wmt,0.057667
2024-04-25,aapl,0.055653
2024-04-25,amgn,0.057667
2024-04-25,amzn,0.057667
2024-04-25,axp,0.057667
2024-04-25,ba,0.057667
2024-04-25,cat,0.057667
2024-04-25,crm,0.057667
2024-04-25,csco,0.057214
2024-04-25,cvx,0.057667
2024-04-25,dis,0.057667
2024-04-25,gs,0.057667
2024-04-25,hd,0.057667
2024-04-25,hon,0.057667
2024-04-25,ibm,0.057667
2024-04-25,jnj,0.060284
2024-04-25,jpm,0.057667
2024-04-25,ko,0.055653
2024-04-25,mcd,0.060284
2024-04-25,mmm,0.057214
2024-04-25,mrk,0.055653
2024-04-25,msft,0.057667
2024-04-25,nke,0.060284
2024-04-25,nvda,0.057667
2024-04-25,pg,0.057667
2024-04-25,shw,0.060284
2024-04-25,trv,0.057667
2024-04-25,unh,0.060284
2024-04-25,v,0.055653
2024-04-25,vz,0.060284
2024-04-25,wmt,0.055653
2024-04-26,aapl,0.057667
2024-04-26,amgn,0.060284
2024-04-26,amzn,0.055653
2024-04-26,axp,0.057667
2024-04-26,ba,0.057667
2024-04-26,cat,0.060284
2024-04-26,crm,0.057667
2024-04-26,csco,0.057214
2024-04-26,cvx,0.055653
2024-04-26,dis,0.057667
2024-04-26,gs,0.055653
2024-04-26,hd,0.057667
2024-04-26,hon,0.057667
2024-04-26,ibm,0.057789
2024-04-26,jnj,0.057789
2024-04-26,jpm,0.057667
2024-04-26,ko,0.057667
2024-04-26,mcd,0.057214
2024-04-26,mmm,0.057667
2024-04-26,mrk,0.055653
2024-04-26,msft,0.057667
2024-04-26,nke,0.057667
2024-04-26,nvda,0.055653
2024-04-26,pg,0.060284
2024-04-26,shw,0.057667
2024-04-26,trv,0.057789
2024-04-26,unh,0.057667
2024-04-26,v,0.057667
2024-04-26,vz,0.055653
2024-04-26,wmt,0.057667
2024-04-29,aapl,0.057667
2024-04-29,amgn,0.057667
2024-04-29,amzn,0.057667
2024-04-29,axp,0.057667
2024-04-29,ba,0.057667
2024-04-29,cat,0.057667
2024-04-29,crm,0.060284
2024-04-29,csco,0.057214
2024-04-29,cvx,0.057667
2024-04-29,dis,0.057667
2024-04-29,gs,0.055653
2024-04-29,hd,0.057667
2024-04-29,hon,0.057667
2024-04-29,ibm,0.057667
2024-04-29,jnj,0.057789
2024-04-29,jpm,0.057667
2024-04-29,ko,0.057667
2024-04-29,mcd,0.057214
2024-04-29,mmm,0.060284
2024-04-29,mrk,0.057667
2024-04-29,msft,0.060284
2024-04-29,nke,0.057667
2024-04-29,nvda,0.057667
2024-04-29,pg,0.057667
2024-04-29,shw,0.057667
2024-04-29,trv,0.057789
2024-04-29,unh,0.060284
2024-04-29,v,0.057789
2024-04-29,vz,0.057667
2024-04-29,wmt,0.057667
2024-04-30,aapl,0.060284
2024-04-30,amgn,0.060284
2024-04-30,amzn,0.057667
2024-04-30,axp,0.057667
2024-04-30,ba,0.057667
2024-04-30,cat,0.057667
2024-04-30,crm,0.057789
2024-04-30,csco,0.057789
2024-04-30,cvx,0.057214
2024-04-30,dis,0.057789
2024-04-30,gs,0.060284
2024-04-30,hd,0.060284
2024-04-30,hon,0.060284
2024-04-30,ibm,0.057667
2024-04-30,jnj,0.057789
2024-04-30,jpm,0.057214
2024-04-30,ko,0.060284
2024-04-30,mcd,0.057667
2024-04-30,mmm,0.055653
2024-04-30,mrk,0.060284
2024-04-30,msft,0.057667
2024-04-30,nke,0.057667
2024-04-30,nvda,0.057667
2024-04-30,pg,0.057667
2024-04-30,shw,0.057667
2024-04-30,trv,0.057214
2024-04-30,unh,0.057214
2024-04-30,v,0.057789
2024-04-30,vz,0.060284
2024-04-30,wmt,0.057789
2024-05-01,aapl,0.057214
2024-05-01,amgn,0.055653
2024-05-01,amzn,0.055653
2024-05-01,axp,0.057214
2024-05-01,ba,0.055653
2024-05-01,cat,0.057667
2024-05-01,crm,0.057667
2024-05-01,csco,0.057789
2024-05-01,cvx,0.057214
2024-05-01,dis,0.057667
2024-05-01,gs,0.060284
2024-05-01,hd,0.057667
2024-05-01,hon,0.055653
2024-05-01,ibm,0.057667
2024-05-01,jnj,0.055653
2024-05-01,jpm,0.057214
2024-05-01,ko,0.057214
2024-05-01,mcd,0.060284
2024-05-01,mmm,0.055653
2024-05-01,mrk,0.057789
2024-05-01,msft,0.060284
2024-05-01,nke,0.057789
2024-05-01,nvda,0.057667
2024-05-01,pg,0.055653
2024-05-01,shw,0.060284
2024-05-01,trv,0.057214
2024-05-01,unh,0.057667
2024-05-01,v,0.057789
2024-05-01,vz,0.057667
2024-05-01,wmt,0.057789
2024-05-02,aapl,0.055653
2024-05-02,amgn,0.057667
2024-05-02,amzn,0.057667
2024-05-02,axp,0.057667
2024-05-02,ba,0.057667
2024-05-02,cat,0.057667
2024-05-02,crm,0.057667
2024-05-02,csco,0.057789
2024-05-02,cvx,0.057789
2024-05-02,dis,0.055653
2024-05-02,gs,0.055653
2024-05-02,hd,0.057667
2024-05-02,hon,0.060284
2024-05-02,ibm,0.057667
2024-05-02,jnj,0.057667
2024-05-02,jpm,0.057214
2024-05-02,ko,0.060284
2024-05-02,mcd,0.060284
2024-05-02,mmm,0.055653
2024-05-02,mrk,0.057789
2024-05-02,msft,0.060284
2024-05-02,nke,0.057667
2024-05-02,nvda,0.060284
2024-05-02,pg,0.055653
2024-05-02,shw,0.060284
2024-05-02,trv,0.057667
2024-05-02,unh,0.057667
2024-05-02,v,0.057789
2024-05-02,vz,0.057789
2024-05-02,wmt,0.057667
2024-05-03,aapl,0.057667
2024-05-03,amgn,0.055653
2024-05-03,amzn,0.057667
2024-05-03,axp,0.057789
2024-05-03,ba,0.055653
2024-05-03,cat,0.060284
2024-05-03,crm,0.055653
2024-05-03,csco,0.057789
2024-05-03,cvx,0.057667
2024-05-03,dis,0.055653
2024-05-03,gs,0.057667
2024-05-03,hd,0.055653
2024-05-03,hon,0.055653
2024-05-03,ibm,0.060284
2024-05-03,jnj,0.057667
2024-05-03,jpm,0.057789
2024-05-03,ko,0.057667
2024-05-03,mcd,0.060284
2024-05-03,mmm,0.055653
2024-05-03,mrk,0.057789
2024-05-03,msft,0.057667
2024-05-03,nke,0.060284
2024-05-03,nvda,0.055653
2024-05-03,pg,0.057667
2024-05-03,shw,0.057667
2024-05-03,trv,0.057667
2024-05-03,unh,0.057667
2024-05-03,v,0.057789
2024-05-03,vz,0.057789
2024-05-03,wmt,0.057667
2024-05-06,aapl,0.055653
2024-05-06,amgn,0.055653
2024-05-06,amzn,0.057667
2024-05-06,axp,0.057667
2024-05-06,ba,0.055653
2024-05-06,cat,0.057667
2024-05-06,crm,0.055653
2024-05-06,csco,0.057789
2024-05-06,cvx,0.055653
2024-05-06,dis,0.055653
2024-05-06,gs,0.057667
2024-05-06,hd,0.057667
2024-05-06,hon,0.060284
2024-05-06,ibm,0.057667
2024-05-06,jnj,0.060284
2024-05-06,jpm,0.057667
2024-05-06,ko,0.057667
2024-05-06,mcd,0.057667
2024-05-06,mmm,0.057667
2024-05-06,mrk,0.057789
2024-05-06,msft,0.057667
2024-05-06,nke,0.057667
2024-05-06,nvda,0.057667
2024-05-06,pg,0.057667
2024-05-06,shw,0.057667
2024-05-06,trv,0.057667
2024-05-06,unh,0.057667
2024-05-06,v,0.057667
2024-05-06,vz,0.057667
2024-05-06,wmt,0.057667
2024-05-07,aapl,0.055653
2024-05-07,amgn,0.055653
2024-05-07,amzn,0.057667
2024-05-07,axp,0.057667
2024-05-07,ba,0.060284
2024-05-07,cat,0.057667
2024-05-07,crm,0.055653
2024-05-07,csco,0.057667
2024-05-07,cvx,0.057667
2024-05-07,dis,0.057667
2024-05-07,gs,0.057667
2024-05-07,hd,0.055653
2024-05-07,hon,0.057667
2024-05-07,ibm,0.057667
2024-05-07,jnj,0.057789
2024-05-07,jpm,0.057667
2024-05-07,ko,0.057667
2024-05-07,mcd,0.057789
2024-05-07,mmm,0.057667
2024-05-07,mrk,0.057667
2024-05-07,msft,0.057667
2024-05-07,nke,0.057667
2024-05-07,nvda,0.055653
2024-05-07,pg,0.057667
2024-05-07,shw,0.055653
2024-05-07,trv,0.057667
2024-05-07,unh,0.057667
2024-05-07,v,0.055653
2024-05-07,vz,0.060284
2024-05-07,wmt,0.055653
2024-05-08,aapl,0.057667
2024-05-08,amgn,0.057667
2024-05-08,amzn,0.057667
2024-05-08,axp,0.055653
2024-05-08,ba,0.055653
2024-05-08,cat,0.055653
2024-05-08,crm,0.057667
2024-05-08,csco,0.055653
2024-05-08,cvx,0.057667
2024-05-08,dis,0.057667
2024-05-08,gs,0.055653
2024-05-08,hd,0.057667
2024-05-08,hon,0.057667
2024-05-08,ibm,0.057667
2024-05-08,jnj,0.057789
2024-05-08,jpm,0.055653
2024-05-08,ko,0.057667
2024-05-08,mcd,0.057789
2024-05-08,mmm,0.057667
2024-05-08,mrk,0.055653
2024-05-08,msft,0.055653
2024-05-08,nke,0.057667
2024-05-08,nvda,0.055653
2024-05-08,pg,0.057667
2024-05-08,shw,0.057667
2024-05-08,trv,0.057667
2024-05-08,unh,0.055653
2024-05-08,v,0.055653
2024-05-08,vz,0.055653
2024-05-08,wmt,0.057667
2024-05-09,aapl,0.057667
2024-05-09,amgn,0.055653
2024-05-09,amzn,0.055653
2024-05-09,axp,0.057667
2024-05-09,ba,0.055653
2024-05-09,cat,0.055653
2024-05-09,crm,0.057667
2024-05-09,csco,0.057667
2024-05-09,cvx,0.057667
2024-05-09,dis,0.057667
2024-05-09,gs,0.057667
2024-05-09,hd,0.057667
2024-05-09,hon,0.057667
2024-05-09,ibm,0.060284
2024-05-09,jnj,0.057667
2024-05-09,jpm,0.057667
2024-05-09,ko,0.057667
2024-05-09,mcd,0.057789
2024-05-09,mmm,0.057667
2024-05-09,mrk,0.057667
2024-05-09,msft,0.057667
2024-05-09,nke,0.060284
2024-05-09,nvda,0.057667
2024-05-09,pg,0.057667
2024-05-09,shw,0.057667
2024-05-09,trv,0.057667
2024-05-09,unh,0.057667
2024-05-09,v,0.057667
2024-05-09,vz,0.057667
2024-05-09,wmt,0.057667
2024-05-10,aapl,0.057667
2024-05-10,amgn,0.057667
2024-05-10,amzn,0.060284
2024-05-10,axp,0.055653
2024-05-10,ba,0.060284
2024-05-10,cat,0.055653
2024-05-10,crm,0.057667
2024-05-10,csco,0.057667
2024-05-10,cvx,0.057667
2024-05-10,dis,0.060284
2024-05-10,gs,0.057667
2024-05-10,hd,0.055653
2024-05-10,hon,0.057667
2024-05-10,ibm,0.057667
2024-05-10,jnj,0.057667
2024-05-10,jpm,0.057667
2024-05-10,ko,0.057667
2024-05-10,mcd,0.057667
2024-05-10,mmm,0.055653
2024-05-10,mrk,0.060284
2024-05-10,msft,0.057667
2024-05-10,nke,0.057789
2024-05-10,nvda,0.057667
2024-05-10,pg,0.057667
2024-05-10,shw,0.057667
2024-05-10,trv,0.057667
2024-05-10,unh,0.057667
2024-05-10,v,0.057667
2024-05-10,vz,0.057667
2024-05-10,wmt,0.057667
2024-05-13,aapl,0.055653
2024-05-13,amgn,0.060284
2024-05-13,amzn,0.057214
2024-05-13,axp,0.057667
2024-05-13,ba,0.057667
2024-05-13,cat,0.055653
2024-05-13,crm,0.057667
2024-05-13,csco,0.055653
2024-05-13,cvx,0.060284
2024-05-13,dis,0.057667
2024-05-13,gs,0.057667
2024-05-13,hd,0.057214
2024-05-13,hon,0.057667
2024-05-13,ibm,0.057789
2024-05-13,jnj,0.057667
2024-05-13,jpm,0.057667
2024-05-13,ko,0.057667
2024-05-13,mcd,0.060284
2024-05-13,mmm,0.057667
2024-05-13,mrk,0.057667
2024-05-13,msft,0.057667
2024-05-13,nke,0.057667
2024-05-13,nvda,0.057667
2024-05-13,pg,0.057214
2024-05-13,shw,0.057214
2024-05-13,trv,0.057214
2024-05-13,unh,0.055653
2024-05-13,v,0.057667
2024-05-13,vz,0.055653
2024-05-13,wmt,0.057214
2024-05-14,aapl,0.057667
2024-05-14,amgn,0.057667
2024-05-14,amzn,0.057667
2024-05-14,axp,0.055653
2024-05-14,ba,0.057667
2024-05-14,cat,0.057667
2024-05-14,crm,0.057667
2024-05-14,csco,0.055653
2024-05-14,cvx,0.057667
2024-05-14,dis,0.057667
2024-05-14,gs,0.055653
2024-05-14,hd,0.057667
2024-05-14,hon,0.057667
2024-05-14,ibm,0.057789
2024-05-14,jnj,0.057667
2024-05-14,jpm,0.057667
2024-05-14,ko,0.057214
2024-05-14,mcd,0.060284
2024-05-14,mmm,0.057667
2024-05-14,mrk,0.057789
2024-05-14,msft,0.055653
2024-05-14,nke,0.060284
2024-05-14,nvda,0.057667
2024-05-14,pg,0.057214
2024-05-14,shw,0.057214
2024-05-14,trv,0.057214
2024-05-14,unh,0.057667
2024-05-14,v,0.057667
2024-05-14,vz,0.057667
2024-05-14,wmt,0.057214
2024-05-15,aapl,0.055653
2024-05-15,amgn,0.055653
2024-05-15,amzn,0.057667
2024-05-15,axp,0.057667
2024-05-15,ba,0.057214
2024-05-15,cat,0.057667
2024-05-15,crm,0.057667
2024-05-15,csco,0.057667
2024-05-15,cvx,0.057667
2024-05-15,dis,0.057667
2024-05-15,gs,0.057667
2024-05-15,hd,0.055653
2024-05-15,hon,0.057667
2024-05-15,ibm,0.057667
2024-05-15,jnj,0.057667
2024-05-15,jpm,0.055653
2024-05-15,ko,0.057214
2024-05-15,mcd,0.057667
2024-05-15,mmm,0.055653
2024-05-15,mrk,0.057667
2024-05-15,msft,0.057667
2024-05-15,nke,0.057667
2024-05-15,nvda,0.055653
2024-05-15,pg,0.057667
2024-05-15,shw,0.057667
2024-05-15,trv,0.057789
2024-05-15,unh,0.055653
2024-05-15,v,0.057667
2024-05-15,vz,0.057667
2024-05-15,wmt,0.057214
2024-05-16,aapl,0.057667
2024-05-16,amgn,0.055653
2024-05-16,amzn,0.057789
2024-05-16,axp,0.057667
2024-05-16,ba,0.055653
2024-05-16,cat,0.057214
2024-05-16,crm,0.057667
2024-05-16,csco,0.057667
2024-05-16,cvx,0.057667
2024-05-16,dis,0.057667
2024-05-16,gs,0.055653
2024-05-16,hd,0.057667
2024-05-16,hon,0.055653
2024-05-16,ibm,0.055653
2024-05-16,jnj,0.057667
2024-05-16,jpm,0.057667
2024-05-16,ko,0.057214
2024-05-16,mcd,0.057667
2024-05-16,mmm,0.055653
2024-05-16,mrk,0.057667
2024-05-16,msft,0.057667
2024-05-16,nke,0.057667
2024-05-16,nvda,0.055653
2024-05-16,pg,0.057667
2024-05-16,shw,0.057789
2024-05-16,trv,0.055653
2024-05-16,unh,0.057667
2024-05-16,v,0.057667
2024-05-16,vz,0.057667
2024-05-16,wmt,0.055653
2024-05-17,aapl,0.057667
2024-05-17,amgn,0.060284
2024-05-17,amzn,0.057789
2024-05-17,axp,0.057667
2024-05-17,ba,0.055653
2024-05-17,cat,0.057667
2024-05-17,crm,0.057667
2024-05-17,csco,0.057214
2024-05-17,cvx,0.057667
2024-05-17,dis,0.057667
2024-05-17,gs,0.057667
2024-05-17,hd,0.057667
2024-05-17,hon,0.057667
2024-05-17,ibm,0.057667
2024-05-17,jnj,0.057667
2024-05-17,jpm,0.057667
2024-05-17,ko,0.057789
2024-05-17,mcd,0.060284
2024-05-17,mmm,0.057667
2024-05-17,mrk,0.057667
2024-05-17,msft,0.057667
2024-05-17,nke,0.057667
2024-05-17,nvda,0.057667
2024-05-17,pg,0.057667
2024-05-17,shw,0.057789
2024-05-17,trv,0.057667
2024-05-17,unh,0.057667
2024-05-17,v,0.057667
2024-05-17,vz,0.057214
2024-05-17,wmt,0.055653
2024-05-20,aapl,0.055653
2024-05-20,amgn,0.057667
2024-05-20,amzn,0.057789
2024-05-20,axp,0.060284
2024-05-20,ba,0.055653
2024-05-20,cat,0.055653
2024-05-20,crm,0.057667
2024-05-20,csco,0.057214
2024-05-20,cvx,0.057667
2024-05-20,dis,0.060284
2024-05-20,gs,0.060284
2024-05-20,hd,0.060284
2024-05-20,hon,0.060284
2024-05-20,ibm,0.057667
2024-05-20,jnj,0.057214
2024-05-20,jpm,0.057214
2024-05-20,ko,0.057789
2024-05-20,mcd,0.057214
2024-05-20,mmm,0.055653
2024-05-20,mrk,0.060284
2024-05-20,msft,0.055653
2024-05-20,nke,0.057789
2024-05-20,nvda,0.055653
2024-05-20,pg,0.057667
2024-05-20,shw,0.057789
2024-05-20,trv,0.057214
2024-05-20,unh,0.060284
2024-05-20,v,0.057667
2024-05-20,vz,0.057789
2024-05-20,wmt,0.055653
2024-05-21,aapl,0.057667
2024-05-21,amgn,0.060284
2024-05-21,amzn,0.057667
2024-05-21,axp,0.057214
2024-05-21,ba,0.057667
2024-05-21,cat,0.060284
2024-05-21,crm,0.060284
2024-05-21,csco,0.057789
2024-05-21,cvx,0.057667
2024-05-21,dis,0.057667
2024-05-21,gs,0.057667
2024-05-21,hd,0.057789
2024-05-21,hon,0.057789
2024-05-21,ibm,0.055653
2024-05-21,jnj,0.057214
2024-05-21,jpm,0.057667
2024-05-21,ko,0.057789
2024-05-21,mcd,0.057789
2024-05-21,mmm,0.060284
2024-05-21,mrk,0.057667
2024-05-21,msft,0.055653
2024-05-21,nke,0.057667
2024-05-21,nvda,0.057667
2024-05-21,pg,0.057667
2024-05-21,shw,0.057789
2024-05-21,trv,0.057667
2024-05-21,unh,0.057667
2024-05-21,v,0.057789
2024-05-21,vz,0.057789
2024-05-21,wmt,0.057667
2024-05-22,aapl,0.057214
2024-05-22,amgn,0.057214
2024-05-22,amzn,0.060284
2024-05-22,axp,0.057214
2024-05-22,ba,0.055653
2024-05-22,cat,0.060284
2024-05-22,crm,0.057789
2024-05-22,csco,0.057667
2024-05-22,cvx,0.057667
2024-05-22,dis,0.057789
2024-05-22,gs,0.057214
2024-05-22,hd,0.057789
2024-05-22,hon,0.057789
2024-05-22,ibm,0.055653
2024-05-22,jnj,0.055653
2024-05-22,jpm,0.060284
2024-05-22,ko,0.057789
2024-05-22,mcd,0.057789
2024-05-22,mmm,0.057214
2024-05-22,mrk,0.057214
2024-05-22,msft,0.055653
2024-05-22,nke,0.057667
2024-05-22,nvda,0.055653
2024-05-22,pg,0.057214
2024-05-22,shw,0.057789
2024-05-22,trv,0.057789
2024-05-22,unh,0.057789
2024-05-22,v,0.057789
2024-05-22,vz,0.057667
2024-05-22,wmt,0.055653
2024-05-23,aapl,0.057214
2024-05-23,amgn,0.057214
2024-05-23,amzn,0.057789
2024-05-23,axp,0.057789
2024-05-23,ba,0.057789
2024-05-23,cat,0.057789
2024-05-23,crm,0.057789
2024-05-23,csco,0.057789
2024-05-23,cvx,0.057789
2024-05-23,dis,0.057667
2024-05-23,gs,0.057789
2024-05-23,hd,0.057789
2024-05-23,hon,0.057789
2024-05-23,ibm,0.057667
2024-05-23,jnj,0.057214
2024-05-23,jpm,0.057789
2024-05-23,ko,0.057789
2024-05-23,mcd,0.057789
2024-05-23,mmm,0.057789
2024-05-23,mrk,0.057214
2024-05-23,msft,0.060284
2024-05-23,nke,0.057214
